employee_department,employee_campus,employee_position,employee_seniority_years,is_contractor,employee_classification,has_criminal_record,employee_origin_country,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,hostility_country_level,num_entries,num_unique_campus,entry_during_weekend,is_malicious
7,0,41,9,0,1,0,12,23,6,0,0,0,1,1,0,0
6,0,6,6,0,1,0,12,13,0,0,0,0,2,1,0,0
0,1,43,25,0,2,0,19,0,0,49,0,0,0,0,0,1
9,2,27,4,0,2,0,0,0,0,21,0,0,1,1,0,0
6,2,6,10,0,1,0,12,0,0,0,0,0,0,0,0,0
0,1,22,13,1,3,0,12,0,0,38,0,0,0,0,0,0
9,2,16,9,1,2,0,22,4,1,0,0,0,1,1,0,0
9,1,23,18,0,3,1,12,6,1,36,0,0,1,1,0,0
7,0,47,5,0,2,0,22,0,0,0,0,0,1,1,0,0
8,2,41,13,0,3,0,12,7,2,0,0,0,1,1,0,0
4,1,44,0,1,1,0,16,10,0,0,0,0,1,1,0,0
7,0,30,7,1,2,0,3,48,0,0,0,0,1,1,0,0
9,0,43,19,0,3,0,4,18,0,0,0,0,0,0,0,0
0,1,22,8,0,2,0,12,0,0,10,0,0,1,1,0,0
9,1,2,21,0,2,0,5,2,0,0,0,0,0,0,0,0
7,2,32,20,0,1,0,12,17,5,0,0,0,1,1,0,0
8,0,36,5,0,2,0,12,20,0,0,0,0,1,1,0,0
0,1,34,25,0,3,0,12,18,0,0,0,0,0,0,0,0
0,2,22,8,0,3,0,21,0,0,0,0,0,0,0,0,0
2,0,20,20,0,2,0,30,30,0,0,0,0,0,0,0,0
0,2,45,15,1,2,0,7,5,0,0,0,0,0,0,0,0
6,2,4,23,0,1,0,30,0,0,4,0,0,1,1,0,0
9,0,2,11,0,3,0,12,0,0,7,0,0,0,0,0,0
6,0,6,20,0,1,0,21,42,0,0,0,0,0,0,0,0
4,0,3,3,0,2,0,12,1,0,0,0,0,2,1,0,0
6,1,41,14,0,3,0,12,0,0,10,0,0,0,0,0,0
0,0,22,25,0,2,0,12,0,0,33,0,0,1,1,0,0
4,1,18,26,0,1,0,22,7,0,0,0,0,0,0,0,0
6,1,0,10,0,1,0,9,19,0,0,0,0,0,0,0,0
9,0,16,26,0,2,1,5,0,0,30,0,0,1,1,0,0
7,0,32,21,0,1,0,12,13,1,0,0,0,1,1,0,0
7,1,29,16,0,1,0,30,9,0,0,0,0,1,1,0,0
9,2,16,18,0,3,0,22,0,0,44,0,0,2,1,0,0
8,0,36,2,0,3,0,20,52,0,10,0,0,1,1,0,0
7,2,29,5,1,2,0,12,56,0,9,0,0,1,1,0,0
0,1,34,3,0,3,0,12,4,0,8,0,0,1,1,0,0
7,2,29,6,0,1,0,30,53,0,0,0,0,0,0,0,0
7,2,47,7,0,1,0,12,6,0,0,0,0,1,1,0,0
2,0,5,9,0,1,0,8,52,0,0,0,0,1,1,0,0
6,0,41,1,0,1,0,12,11,4,0,0,0,1,1,0,0
9,1,43,9,0,3,0,4,5,0,0,0,0,1,1,0,0
3,0,39,10,0,2,0,12,17,0,0,0,0,0,0,0,0
2,2,1,7,0,3,0,12,15,0,0,0,0,0,0,0,0
0,1,34,2,0,2,0,0,6,0,0,0,0,0,0,0,0
4,0,24,17,0,1,0,12,13,0,39,0,0,0,0,0,0
8,1,38,20,0,1,0,12,11,0,0,0,0,0,0,0,0
6,1,4,25,1,1,0,12,28,0,0,0,0,0,0,0,0
7,0,30,6,0,1,0,12,23,0,0,0,0,1,1,0,0
8,0,36,7,0,1,0,12,28,0,0,0,0,2,1,0,0
4,2,3,18,0,1,0,22,0,0,7,0,0,1,1,0,0
0,1,43,25,0,2,0,19,0,0,70,0,0,1,2,0,1
9,0,43,0,1,3,0,29,12,0,0,0,0,0,0,0,0
4,2,18,25,0,1,0,12,1,0,50,0,0,2,1,0,0
9,0,43,2,0,3,0,12,0,0,10,0,0,1,1,0,0
8,1,38,21,0,1,0,12,0,0,10,0,0,0,0,0,0
3,2,17,22,0,2,0,12,23,0,0,0,0,1,1,0,0
7,0,30,22,0,2,0,2,27,0,0,0,0,1,1,0,0
7,2,35,11,0,1,0,5,3,0,0,0,0,1,1,0,0
8,0,36,11,0,1,0,18,14,0,0,0,0,1,1,0,0
0,0,15,20,1,3,0,22,5,0,0,0,0,1,1,0,0
6,1,41,16,0,1,0,12,12,0,0,0,0,1,1,0,0
9,2,43,12,0,2,0,2,0,0,25,0,0,1,1,0,0
7,2,35,12,0,1,0,12,17,0,0,0,0,0,0,0,0
3,2,39,19,0,2,0,11,12,0,0,0,0,0,0,0,0
2,1,1,14,1,3,1,28,10,0,0,0,0,1,1,0,0
6,1,0,7,1,1,0,16,42,14,0,0,0,1,1,0,0
9,2,23,24,0,3,0,12,5,0,0,0,0,0,0,0,0
4,2,41,8,0,1,0,22,10,2,0,0,0,0,0,0,0
0,0,43,15,0,3,0,12,0,0,33,0,0,1,1,0,0
3,2,39,25,0,2,0,7,5,0,0,0,0,1,1,0,0
9,0,27,6,0,2,0,12,9,1,7,0,0,1,1,0,0
9,1,27,16,0,2,0,4,0,0,78,0,0,1,1,0,1
9,0,2,7,1,3,0,22,0,0,33,0,0,1,1,0,0
6,2,31,11,1,2,0,12,17,1,0,0,0,0,0,0,0
0,2,43,2,1,2,0,29,10,0,0,0,0,1,1,0,0
6,2,6,16,0,1,0,4,0,0,0,0,0,0,0,0,0
6,0,0,8,0,1,0,12,8,0,0,0,0,1,1,0,0
6,1,0,12,1,1,0,10,19,0,29,0,0,0,0,0,0
9,1,27,12,0,3,0,30,7,1,0,0,0,1,1,0,0
7,2,41,14,0,1,0,12,37,0,0,0,0,1,1,0,0
9,0,27,0,0,2,0,4,5,0,0,0,0,0,0,0,0
4,2,44,19,0,1,0,2,0,0,49,0,0,0,0,0,0
9,0,2,7,1,3,0,22,13,0,0,0,0,2,1,0,0
0,1,34,3,0,2,0,5,0,0,0,0,0,0,0,0,0
4,0,24,29,0,1,0,0,15,5,0,0,0,0,0,0,0
9,1,16,2,0,2,0,12,0,0,3,0,0,2,1,0,0
7,2,32,10,0,3,0,23,17,0,0,0,0,0,0,0,0
2,1,5,21,0,2,0,12,11,0,0,0,0,0,0,0,0
0,0,41,2,0,3,0,16,13,2,37,0,0,0,0,0,0
6,2,31,15,0,2,1,21,112,0,0,0,0,1,1,0,0
7,0,47,6,0,1,0,12,33,0,0,0,0,2,1,0,0
7,0,41,14,0,1,0,29,6,0,0,0,0,2,1,0,0
9,1,27,15,0,3,0,4,0,0,2,0,0,0,0,0,0
7,1,32,11,1,1,0,29,15,0,0,0,0,2,1,0,0
0,0,34,24,0,2,0,12,3,0,0,0,0,0,0,0,0
7,1,47,13,0,3,0,12,6,0,0,0,0,2,1,0,0
9,1,43,4,0,2,0,24,1,0,0,0,0,0,0,0,0
9,0,27,23,0,2,0,12,0,0,7,0,0,1,2,1,1
7,1,30,12,0,2,0,1,4,0,2,0,0,0,0,0,0
9,0,27,11,0,2,0,4,0,0,0,0,0,0,0,0,0
9,0,27,12,0,2,0,5,0,0,46,0,0,0,0,0,0
6,0,41,9,0,1,1,12,17,0,0,0,0,1,1,0,0
6,1,31,14,0,1,0,5,4,0,0,0,0,1,1,0,0
0,1,34,21,0,2,0,12,0,0,35,0,0,1,1,0,0
4,2,44,22,0,1,0,12,21,0,0,0,0,0,0,0,0
9,1,41,14,0,3,0,30,0,0,0,0,0,2,1,0,0
7,0,29,11,1,2,0,12,27,0,10,0,0,0,0,0,0
7,1,35,6,0,1,0,29,62,0,0,0,0,0,0,0,0
0,1,15,16,0,2,0,12,2,0,0,0,0,0,0,0,0
0,2,22,22,0,3,0,12,6,0,0,0,0,0,0,0,0
7,1,30,14,0,2,0,29,38,0,0,0,0,2,1,0,0
0,0,15,11,0,3,0,22,0,0,29,0,0,0,0,0,0
2,2,1,18,0,1,0,12,0,0,0,0,0,0,0,0,0
3,1,41,3,0,1,0,23,0,0,3,0,0,0,0,0,0
7,2,41,15,0,1,0,12,0,0,0,0,0,0,0,0,0
8,1,38,7,0,2,0,12,11,0,0,0,0,1,1,0,0
7,2,30,26,1,1,0,12,28,0,5,0,0,2,1,0,0
10,0,25,24,0,3,0,5,0,0,0,0,0,2,1,1,0
3,0,17,14,0,1,0,29,7,2,0,0,0,0,0,0,0
6,1,41,14,0,3,0,12,29,0,0,0,0,1,1,0,0
8,2,37,13,0,1,0,18,7,0,0,0,0,2,1,0,0
4,2,3,16,0,2,0,22,9,0,0,0,0,1,1,0,0
9,1,2,21,0,2,0,12,0,0,48,0,0,0,0,0,0
6,2,6,20,0,2,0,22,57,0,0,0,0,2,1,0,0
9,1,27,12,0,3,0,30,0,0,21,0,0,0,0,0,0
7,2,32,21,0,1,1,12,2,0,0,0,0,1,1,0,0
6,2,6,5,0,1,0,12,0,0,21,0,0,0,0,0,0
0,2,43,13,0,2,0,1,0,0,77,0,0,1,1,1,0
7,2,35,26,0,2,0,30,41,0,0,0,0,1,1,0,0
3,0,46,17,0,1,0,22,59,0,0,0,0,0,0,0,0
0,2,41,4,0,3,0,12,0,0,37,0,0,1,1,0,0
3,0,41,2,0,3,0,12,8,1,0,0,0,1,1,0,0
7,1,41,16,0,1,0,2,1,0,0,0,0,2,1,0,0
6,2,31,10,0,1,0,12,21,0,0,0,0,0,0,0,0
0,0,41,7,0,2,0,12,6,0,36,0,0,0,0,0,0
6,0,41,5,0,2,0,5,8,0,0,0,0,0,0,0,0
7,1,47,6,0,3,0,12,38,0,0,0,0,1,1,0,0
2,0,1,3,0,2,0,12,16,5,0,0,0,1,1,0,0
7,1,35,13,0,1,0,12,11,0,0,0,0,1,1,0,0
9,0,43,4,0,3,0,0,2,0,0,0,0,0,0,0,0
4,0,13,21,0,2,0,12,0,0,0,0,0,0,0,0,0
0,1,34,2,0,2,0,0,0,0,25,0,0,1,1,0,0
4,0,24,29,0,1,0,0,10,1,0,0,0,0,0,0,0
4,2,18,0,0,2,0,12,29,0,0,0,0,1,1,1,0
9,2,41,15,0,2,0,12,0,0,2,0,0,0,0,0,0
9,0,2,21,0,2,0,13,0,0,39,0,0,0,0,0,0
4,1,41,7,0,1,0,22,39,14,0,0,0,1,1,0,0
0,2,34,4,0,2,0,30,0,0,29,0,0,0,0,0,0
0,1,34,16,0,2,0,29,0,0,3,0,0,0,0,0,0
5,0,40,23,1,3,0,12,8,0,0,0,0,0,0,0,0
9,1,43,5,0,3,0,12,16,4,0,0,0,0,0,0,0
7,1,30,18,1,1,0,21,4,0,4,0,0,1,1,1,0
2,2,41,6,1,2,0,12,0,0,3,0,0,0,0,0,0
2,2,41,7,0,1,0,12,38,0,0,0,0,0,0,0,0
8,0,41,2,0,2,0,5,32,0,0,0,0,0,0,0,0
6,2,4,8,0,2,1,30,4,0,4,0,0,1,1,0,0
7,2,35,25,0,1,0,30,18,0,0,0,0,0,0,0,0
0,2,45,9,0,3,0,12,0,0,33,0,0,0,0,0,0
0,1,15,8,0,3,0,2,0,0,0,0,3,0,0,0,0
4,0,3,5,0,1,0,4,0,0,51,0,0,0,0,0,0
9,2,23,12,0,2,0,4,0,0,0,0,0,1,1,1,0
4,1,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6,0,4,9,0,1,0,5,31,10,0,0,0,1,1,0,0
3,0,41,2,0,3,0,12,2,0,0,0,0,2,1,0,0
9,2,41,9,0,2,0,12,3,0,0,0,0,1,1,0,0
6,0,4,23,1,1,0,12,30,0,5,0,0,1,1,0,0
6,2,0,9,0,1,0,27,2,0,0,0,0,2,1,0,0
0,1,45,21,0,2,0,12,0,0,0,0,0,2,1,0,0
9,0,23,18,0,2,0,9,4,0,0,0,0,2,1,0,0
9,2,2,5,0,3,0,30,0,0,31,0,0,1,1,0,0
8,0,41,9,0,2,0,8,8,0,0,0,0,0,0,0,0
7,2,32,8,0,3,0,28,16,0,0,0,0,0,0,0,0
8,2,41,11,1,1,0,23,0,0,7,0,0,1,1,0,0
6,2,31,15,0,2,1,21,34,6,0,0,0,1,1,0,0
4,0,13,4,0,1,0,22,0,0,73,0,0,1,1,0,1
4,2,24,29,0,1,0,12,1,0,0,0,0,1,1,0,0
9,2,41,13,0,2,0,12,10,2,0,0,0,0,0,0,0
7,2,47,10,0,1,0,7,44,0,0,0,0,1,1,0,0
9,2,27,5,0,2,0,20,8,0,0,0,0,1,1,0,0
0,0,22,28,0,2,0,12,0,0,35,0,0,2,1,0,0
8,0,41,4,1,1,0,0,4,0,10,0,0,0,0,0,0
3,0,46,5,0,2,0,12,7,0,0,0,0,0,0,0,0
9,0,23,14,0,2,0,6,17,6,0,0,0,1,1,0,0
8,2,37,0,0,2,0,12,19,0,0,0,0,2,1,0,0
6,1,41,8,1,1,1,0,12,1,0,0,0,0,0,0,0
7,2,41,15,0,1,0,12,11,0,0,0,0,0,0,0,0
7,0,32,10,0,1,0,4,14,0,8,0,0,2,1,0,0
9,1,41,8,0,2,0,29,10,2,0,0,0,2,1,0,0
0,2,43,13,0,2,0,1,0,0,0,0,0,0,0,0,0
4,1,3,25,0,1,0,12,75,0,0,0,0,0,0,0,0
4,2,18,7,0,2,0,21,13,0,0,0,0,1,1,0,0
7,0,30,25,0,2,0,12,30,0,0,0,0,0,0,0,0
6,0,4,8,0,3,0,12,2,0,15,0,0,1,1,0,0
0,0,34,8,0,2,0,12,4,0,0,0,0,1,1,0,0
8,2,38,5,1,1,0,22,2,0,0,0,0,1,1,1,0
3,2,46,23,0,1,0,12,7,0,4,0,0,0,0,0,0
9,1,2,0,0,2,0,12,0,0,25,0,0,0,0,0,0
8,2,38,5,1,1,0,22,7,0,0,0,0,0,0,0,0
4,1,41,15,0,2,0,12,20,5,0,0,0,0,0,0,0
4,0,41,14,0,1,0,0,0,0,32,0,0,1,1,0,0
9,1,27,21,0,2,0,4,0,0,0,0,0,0,0,0,0
2,2,5,15,0,3,1,9,5,0,0,0,0,2,1,0,0
9,2,16,8,0,2,0,6,2,0,24,0,0,0,0,0,0
0,0,22,10,0,2,0,5,2,0,10,0,0,1,1,0,0
9,0,41,16,0,3,0,5,0,0,32,0,0,2,1,0,0
2,2,19,17,0,1,0,12,118,0,0,0,0,0,0,0,1
9,1,2,13,0,3,0,30,6,0,0,0,0,0,0,0,0
6,1,4,17,0,2,0,12,5,0,0,0,0,0,0,0,0
6,1,41,16,0,2,0,5,18,0,16,0,0,1,1,0,0
8,2,41,16,0,2,0,22,8,0,0,0,0,0,0,0,0
7,1,29,9,0,1,0,0,21,0,0,0,0,0,0,0,0
3,0,21,17,0,2,0,12,23,0,10,0,0,0,0,0,0
2,0,1,25,0,2,0,12,16,0,0,0,0,1,1,0,0
10,2,33,13,0,4,0,3,0,0,3,0,0,1,1,0,0
9,0,2,24,0,2,0,12,3,0,0,0,0,0,0,0,0
0,1,41,6,0,2,1,12,5,0,0,0,0,1,1,0,0
7,1,41,9,0,2,0,12,10,0,6,0,0,2,1,0,0
9,1,2,4,1,3,0,22,0,0,0,0,0,0,0,0,0
7,0,30,16,0,1,0,30,4,0,0,0,0,2,1,0,0
0,1,41,15,0,2,0,12,0,0,47,0,0,1,1,0,0
4,0,3,2,0,3,0,12,16,0,40,0,0,1,1,0,0
6,2,0,13,0,3,0,12,14,0,0,0,0,2,1,0,0
6,2,6,10,0,1,0,12,64,0,0,0,0,1,1,0,0
7,2,41,14,0,1,0,12,2,0,0,0,0,1,1,0,0
4,2,24,25,1,1,0,30,0,0,49,0,0,1,1,0,0
7,1,41,10,0,1,0,12,18,0,4,0,0,0,0,0,0
7,1,30,18,1,1,0,21,13,0,0,0,0,0,0,0,0
0,0,45,19,0,3,0,28,4,0,0,0,0,0,0,0,0
7,1,47,6,0,3,0,12,72,0,0,0,0,1,1,0,0
0,1,45,24,0,2,0,12,20,0,34,0,0,0,0,0,0
7,0,32,13,0,2,0,22,39,0,0,0,0,0,0,0,0
4,0,24,25,1,2,0,5,1,0,50,0,0,0,0,0,0
0,2,45,10,1,2,0,12,12,6,90,0,0,1,1,0,1
7,2,41,8,0,2,0,4,16,0,0,0,0,1,1,0,1
9,0,27,23,0,2,0,12,0,0,76,1,0,1,1,0,1
6,0,4,25,0,1,0,5,10,0,0,0,0,0,0,0,0
9,0,43,20,0,2,0,23,2,0,5,0,0,0,0,0,0
9,1,43,12,0,2,0,30,0,0,10,0,0,2,1,0,0
4,0,24,9,0,1,0,6,27,0,0,0,0,0,0,0,0
3,2,39,25,0,2,0,7,17,0,0,0,0,0,0,0,0
6,2,6,7,0,1,1,4,5,0,0,0,0,1,1,0,0
1,0,10,9,0,4,0,12,36,10,0,0,0,0,0,0,0
9,2,43,1,0,3,0,2,7,0,61,0,0,0,0,0,1
9,2,16,20,0,2,0,23,0,0,34,0,0,0,0,0,0
6,2,4,8,0,2,1,30,49,19,0,0,0,0,0,0,0
9,0,27,0,0,2,0,4,1,0,8,0,0,2,1,0,0
0,0,45,16,0,3,0,9,0,0,26,0,0,1,1,0,0
8,1,37,8,0,2,1,4,2,0,0,0,0,1,1,0,0
9,1,27,23,0,2,0,12,0,0,0,0,0,0,0,0,0
4,1,24,29,1,1,0,12,12,1,0,0,0,2,1,1,0
9,2,2,15,0,2,0,9,0,0,0,0,0,3,1,0,0
9,0,27,11,0,2,0,10,0,0,39,0,0,2,1,0,0
7,0,32,18,0,1,0,16,3,0,0,0,0,0,0,0,0
0,2,43,13,0,3,0,22,4,0,52,0,0,2,1,1,0
6,2,31,12,0,1,0,12,0,0,0,0,0,1,1,0,0
4,0,13,16,1,3,0,23,0,0,0,0,0,0,0,0,0
6,2,6,21,1,2,0,4,12,0,0,0,0,0,0,0,0
2,1,5,13,0,1,0,12,22,0,0,0,0,0,0,0,0
7,2,32,10,0,3,0,23,13,0,0,0,0,1,1,1,0
2,1,20,9,0,2,1,5,14,0,0,0,0,2,1,0,0
8,0,38,5,0,1,0,0,25,0,0,0,0,0,0,0,0
7,2,30,7,1,1,0,12,0,0,0,0,0,0,0,0,0
10,0,9,10,1,3,0,29,8,3,0,0,0,1,1,0,0
8,0,37,24,0,3,0,12,6,0,0,0,0,0,0,0,0
8,1,38,5,0,2,0,5,42,0,0,0,0,0,0,0,0
0,2,43,5,0,2,0,12,1,0,0,0,0,1,1,0,0
6,1,0,7,1,1,0,16,0,0,23,0,0,1,1,0,0
7,0,32,9,0,1,0,6,5,0,0,0,0,0,0,0,0
9,2,43,18,1,2,0,30,0,0,5,0,0,2,1,0,0
7,0,32,8,0,3,0,12,38,0,0,0,0,0,0,0,0
0,0,22,28,0,2,0,12,0,0,44,0,0,1,1,0,0
6,0,4,8,0,3,0,12,0,0,0,0,0,0,0,0,0
8,2,37,0,0,1,0,12,10,0,7,0,0,0,0,0,0
6,0,0,9,0,1,0,4,11,0,0,0,0,1,1,0,0
8,0,38,7,0,1,0,12,11,0,0,0,0,2,1,0,0
4,2,13,12,0,2,0,5,4,0,0,0,0,0,0,0,0
7,0,41,2,0,1,0,12,21,0,0,0,0,0,0,0,0
4,2,44,16,0,1,0,12,0,0,46,0,0,0,0,0,0
7,0,41,6,0,1,0,28,52,0,0,0,0,3,1,0,0
7,2,30,8,0,2,0,30,33,0,0,0,0,2,1,0,0
4,2,13,19,0,1,0,4,0,0,7,0,0,1,1,0,0
6,2,0,11,0,1,0,5,72,0,0,0,0,0,0,0,1
0,2,15,12,0,3,0,7,7,0,0,0,0,1,1,0,0
6,0,6,6,0,1,0,12,12,0,0,0,0,0,0,0,0
7,0,47,7,0,1,0,28,21,0,0,0,0,2,1,0,0
8,2,38,19,0,1,0,12,60,0,0,0,0,1,1,0,0
9,0,41,4,0,3,0,22,3,0,39,0,0,1,1,0,0
0,0,43,18,0,2,0,22,0,0,7,0,0,1,1,1,0
6,1,41,10,0,1,0,22,13,0,0,0,0,1,1,0,0
7,2,32,7,0,2,0,4,0,0,0,0,0,0,0,0,0
2,2,1,12,1,2,0,12,0,0,0,0,0,1,1,1,0
7,0,32,13,1,1,0,1,30,0,0,0,0,1,1,0,0
6,2,4,8,0,2,1,30,0,0,0,0,0,0,0,0,0
0,1,22,14,0,2,0,30,0,0,29,0,0,1,1,0,0
7,0,30,21,0,1,0,12,0,0,0,0,0,2,1,0,0
6,1,31,9,0,1,0,12,22,0,0,0,0,2,1,0,0
7,1,29,13,0,1,0,5,4,0,0,0,0,1,1,0,0
9,0,41,12,0,2,0,22,1,0,0,0,0,0,0,0,0
9,0,43,4,0,3,0,0,0,0,0,0,0,1,1,1,0
0,1,45,22,0,3,0,19,1,0,0,0,0,1,1,0,0
0,1,15,14,0,3,0,22,2,0,0,0,0,0,0,0,0
3,2,39,22,0,1,0,28,6,0,0,0,0,0,0,0,0
9,0,27,18,0,2,0,5,0,0,36,0,0,2,1,0,0
6,1,4,12,0,1,0,4,14,0,0,0,0,1,1,0,0
9,2,41,9,0,2,0,12,20,0,0,0,0,0,0,0,0
7,1,32,16,1,2,0,5,0,0,8,0,0,1,1,0,0
4,1,3,17,0,1,0,5,18,5,0,0,0,1,1,1,0
9,1,41,14,1,3,0,0,0,0,32,0,0,0,0,0,0
6,0,41,10,0,2,0,12,30,11,0,0,0,2,1,0,0
6,2,6,21,1,2,0,4,44,14,0,0,0,0,0,0,0
0,0,22,27,0,2,0,16,0,0,39,0,0,0,0,0,0
8,2,37,10,0,2,0,2,12,0,0,0,0,0,0,0,0
6,1,6,10,0,1,0,30,16,0,0,0,0,0,0,0,0
0,1,43,26,0,2,0,22,0,0,93,0,0,4,2,0,1
9,1,41,13,0,2,0,12,0,0,0,0,0,0,0,0,0
7,2,41,11,0,1,0,30,31,0,0,0,0,2,1,0,0
0,0,15,7,0,2,0,4,14,4,23,0,0,0,0,0,0
9,1,23,17,0,2,0,12,0,0,0,0,0,3,1,0,0
7,0,30,5,0,2,0,29,28,0,0,0,0,1,1,0,0
2,0,5,15,0,2,0,12,9,0,0,0,0,2,1,0,0
7,1,41,6,0,2,1,12,15,0,0,0,0,0,0,0,0
7,2,29,16,0,2,0,30,94,0,0,0,0,0,0,0,0
4,0,13,11,0,1,0,9,0,0,50,0,0,1,1,0,0
6,2,0,11,0,1,0,5,114,0,59,0,0,0,0,0,0
6,0,31,17,0,1,0,23,11,0,23,0,0,1,1,0,0
0,1,22,15,0,3,0,12,0,0,0,0,0,0,0,0,0
3,0,46,21,0,1,0,14,41,0,0,0,0,1,1,0,0
4,1,18,1,0,1,0,0,0,0,53,0,0,0,0,0,0
7,2,41,14,0,1,0,22,33,0,10,0,0,0,0,0,0
9,0,41,10,1,3,0,3,0,0,10,0,0,1,1,0,0
9,2,27,8,1,2,0,12,3,0,0,0,0,1,1,0,0
5,0,40,7,0,3,0,22,0,0,3,0,0,2,1,0,0
0,1,43,18,0,2,0,12,3,0,32,0,0,1,1,0,0
6,1,41,10,0,1,0,22,1,0,0,0,0,0,0,0,0
0,0,34,8,0,2,0,12,0,0,28,0,0,0,0,0,0
9,1,16,4,0,3,0,30,0,0,36,0,0,0,0,0,0
8,0,41,16,0,1,0,1,11,0,0,0,0,0,0,0,0
6,0,4,1,0,2,0,21,0,0,0,0,0,0,0,0,0
9,2,2,17,0,2,0,22,0,0,4,0,0,1,1,0,0
8,1,36,14,0,1,0,5,45,0,0,0,0,1,1,0,0
9,2,2,24,1,3,0,28,0,0,35,0,0,0,0,0,0
8,0,36,7,0,1,0,12,12,0,0,0,0,2,1,0,0
4,2,13,19,0,1,0,4,0,0,40,0,0,0,0,0,0
4,2,3,18,0,1,0,22,7,0,0,0,0,1,1,0,0
4,1,18,4,0,1,1,12,2,0,0,0,0,0,0,0,0
0,2,15,17,0,2,0,22,0,0,4,0,0,0,0,0,0
7,1,41,2,0,2,0,12,0,0,6,0,0,1,1,0,0
7,0,30,9,0,3,0,12,5,0,0,0,0,1,1,0,0
7,0,35,24,0,1,0,12,27,0,0,0,0,0,0,0,0
9,2,41,14,0,3,0,9,1,0,0,0,0,1,1,1,0
2,2,19,7,0,1,0,29,0,0,0,0,0,0,0,0,0
10,0,9,31,0,3,0,22,5,0,0,0,0,1,1,1,0
5,1,28,0,1,2,0,4,3,0,0,0,0,0,0,0,0
4,1,18,23,0,2,0,28,48,13,0,0,0,0,0,0,0
2,0,19,17,0,1,0,30,26,0,0,0,0,0,0,0,0
2,1,1,14,1,3,1,28,4,0,0,0,0,1,1,0,0
5,0,40,7,0,3,0,22,15,0,0,0,0,1,1,0,0
8,2,36,2,0,1,0,12,35,0,0,0,0,0,0,0,0
9,0,16,0,0,3,0,12,7,0,0,0,0,2,1,1,0
10,0,33,13,0,3,0,22,0,0,5,0,0,0,0,0,0
9,2,16,6,0,2,0,9,0,0,26,0,0,0,0,0,0
0,0,43,24,0,2,0,7,0,0,35,0,0,0,0,0,0
9,2,23,19,0,2,0,12,0,0,44,0,0,2,1,0,0
6,2,6,16,0,1,0,4,43,6,0,0,0,0,0,0,0
2,2,5,14,0,1,0,12,46,0,0,0,0,1,1,0,0
3,0,17,4,0,1,0,12,15,0,0,0,0,0,0,0,0
7,1,41,6,0,1,0,4,26,0,0,0,0,1,1,0,0
10,0,9,10,1,3,0,29,0,0,3,0,0,1,1,0,0
7,1,41,6,1,1,0,12,16,0,7,0,0,1,1,0,0
6,2,31,13,0,2,0,12,42,0,0,0,0,2,1,0,0
6,2,31,12,0,1,0,12,8,0,0,0,0,1,1,0,0
8,2,41,6,0,2,0,12,30,0,0,0,0,0,0,0,0
6,1,41,4,0,1,0,29,22,0,0,0,0,0,0,0,0
7,0,41,2,0,1,0,12,7,0,0,0,0,1,1,0,0
6,1,41,1,0,1,0,12,60,0,0,0,0,1,1,0,0
9,2,23,21,0,2,0,22,9,2,0,0,0,0,0,0,0
6,1,31,10,1,2,0,12,0,0,0,0,0,0,0,0,0
8,1,36,14,0,1,0,4,10,0,0,0,0,1,1,0,0
2,0,1,9,0,1,0,30,12,4,7,0,0,1,1,1,0
0,1,41,16,1,2,0,22,0,0,32,0,0,2,1,0,0
9,2,23,16,0,3,0,12,0,0,0,0,0,0,0,0,0
0,0,45,18,0,2,0,12,0,0,37,0,0,1,1,0,0
0,2,43,21,1,2,0,10,0,0,0,0,0,0,0,0,0
8,1,38,7,0,2,0,16,9,0,0,0,0,1,1,0,0
9,2,16,23,0,2,0,12,0,0,28,0,0,1,1,0,0
4,2,3,11,0,1,0,22,0,0,45,0,0,0,0,0,0
4,2,18,9,0,1,0,12,7,0,0,0,0,1,1,0,0
9,2,16,24,0,2,0,4,4,1,0,0,0,1,1,0,0
7,1,30,18,0,1,0,8,4,0,0,0,0,0,0,0,0
0,0,15,2,0,2,0,21,1,0,42,0,0,0,0,0,0
9,0,2,15,0,2,1,12,1,0,0,0,0,2,1,0,0
0,2,34,21,0,2,1,30,0,0,36,0,0,1,1,0,0
4,1,18,23,0,2,0,28,0,0,59,0,0,1,1,0,0
6,0,0,7,0,1,0,12,10,0,0,0,0,2,1,0,0
6,0,0,11,0,2,0,12,0,0,0,0,0,0,0,0,0
4,2,26,22,0,2,0,12,1,0,0,0,0,1,1,0,0
5,0,40,12,1,3,0,12,2,0,0,0,0,1,1,0,0
3,1,39,16,0,2,0,16,22,0,0,0,0,0,0,0,0
6,1,41,12,0,1,0,12,0,0,0,0,0,0,0,0,0
6,2,41,8,0,1,0,12,14,1,0,0,0,1,1,0,0
7,0,30,9,0,3,0,12,7,0,0,0,0,0,0,0,0
5,0,40,23,1,3,0,12,14,0,0,0,0,2,1,0,0
9,2,27,26,0,3,0,16,6,0,43,0,0,0,0,0,0
9,0,43,2,0,3,0,12,0,0,8,0,0,0,0,0,0
7,0,32,10,0,1,0,4,12,0,0,0,0,1,1,0,0
6,2,6,10,0,1,0,12,14,0,0,0,0,1,1,0,0
9,2,27,4,0,2,0,0,21,4,0,0,0,1,1,0,0
4,2,24,25,1,1,0,30,0,0,48,0,0,1,1,0,0
